Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2015-04-15,2015,Bridgeport,140730.0,128000.0,Two Family,Duplex,4,2,1322.0,1.340225,North
2015-04-16,2015,West Hartford,117180.0,185000.0,Single Family,Detached House,3,2,,1.340225,South
2015-04-16,2015,Greenwich,429660.0,675000.0,Single Family,Detached House,3,3,1076.0,1.340225,South
2015-04-16,2015,West Hartford,271390.0,425000.0,?,Detached House,3,1,1085.0,1.340225,South
2015-04-17,2015,Fairfield,,200000.0,?,Detached House,3,3,984.0,1.340225,North
2015-04-17,2015,Fairfield,,767500.0,?,Detached House,3,2,933.0,1.340225,North
2015-04-18,2015,,571060.0,930000.0,Single Family,Detached House,3,2,934.0,1.340225,South
2015-04-19,2015,Fairfield,335300.0,981104.0,Single Family,Detached House,3,1,957.0,1.340225,South
2015-04-19,2015,Fairfield,579530.0,830000.0,Single Family,Detached House,3,1,1074.0,1.340225,East
2015-04-23,2015,Fairfield,277340.0,62500.0,Single Family,Detached House,3,2,940.0,1.340225,West
2015-04-23,2015,Greenwich,370370.0,960000.0,?,Duplex,4,2,,1.340225,North
2015-04-23,2015,Fairfield,304710.0,485000.0,Single Family,Detached House,3,1,922.0,1.340225,West
2015-04-23,2015,,359240.0,457000.0,Single Family,Detached House,3,3,1005.0,1.340225,West
2015-04-24,2015,Bridgeport,389000.0,550000.0,Single Family,Detached House,3,2,1010.0,1.340225,North
2015-04-25,2015,Bridgeport,152690.0,195000.0,Single Family,Detached House,3,1,900.0,1.340225,West
2015-04-25,2015,,289100.0,280000.0,Single Family,Detached House,3,1,1041.0,1.340225,East
2015-04-25,2015,,551810.0,899000.0,Single Family,Detached House,3,2,,1.340225,South
2015-04-26,2015,Fairfield,531440.0,680000.0,Single Family,Detached House,3,3,,1.340225,West
2015-04-26,2015,Fairfield,616350.0,1050000.0,Single Family,Detached House,3,3,1015.0,1.340225,East
2015-04-26,2015,Fairfield,743750.0,1326901.0,Single Family,Detached House,3,2,917.0,1.340225,West
2015-04-29,2015,Greenwich,1338400.0,1660000.0,Single Family,Detached House,3,3,960.0,1.340225,South
2015-04-29,2015,West Hartford,372540.0,550000.0,Single Family,Detached House,3,3,1053.0,1.340225,North
2015-04-29,2015,Bridgeport,123560.0,90000.0,Single Family,Detached House,3,3,958.0,1.340225,North
2015-04-30,2015,Greenwich,2098250.0,325000.0,?,Duplex,4,4,1436.0,1.340225,North
2015-04-30,2015,Greenwich,1273440.0,368778.0,Single Family,Detached House,3,2,942.0,1.340225,West
2015-04-30,2015,Greenwich,1716190.0,3000000.0,Single Family,Detached House,3,2,1062.0,1.340225,West
2015-04-30,2015,Greenwich,445690.0,740000.0,Two Family,Duplex,4,4,1388.0,1.340225,South
2015-04-30,2015,Norwalk,450030.0,535000.0,Single Family,Detached House,3,1,,1.340225,West
2015-05-01,2015,Fairfield,276080.0,441000.0,Single Family,Detached House,3,3,,1.340225,East
2015-05-01,2015,Norwalk,274050.0,399000.0,Single Family,Detached House,3,3,924.0,1.340225,East
2015-05-01,2015,Greenwich,479850.0,817000.0,?,Detached House,3,2,975.0,1.340225,North
2015-05-01,2015,,565110.0,905000.0,Single Family,Detached House,3,3,987.0,1.340225,West
2015-05-01,2015,Greenwich,1053150.0,1560000.0,Single Family,Detached House,3,2,1082.0,1.340225,South
2015-05-02,2015,Fairfield,330470.0,450000.0,?,Detached House,3,3,999.0,1.340225,North
2015-05-02,2015,West Hartford,127890.0,190000.0,?,Detached House,3,2,,1.340225,South
2015-05-02,2015,,400120.0,599000.0,Single Family,Detached House,3,3,913.0,1.340225,North
2015-05-03,2015,Fairfield,910000.0,1200000.0,Single Family,Detached House,3,3,1079.0,1.340225,West
2015-05-03,2015,Greenwich,2310630.0,3900000.0,Single Family,Detached House,3,3,930.0,1.340225,East
2015-05-05,2015,Greenwich,,565000.0,?,Detached House,3,1,1009.0,1.340225,West
2015-05-06,2015,Fairfield,252980.0,322500.0,Single Family,Detached House,3,1,1068.0,1.340225,South
2015-05-06,2015,Fairfield,209440.0,274000.0,Single Family,Detached House,3,3,,1.340225,South
2015-05-06,2015,Greenwich,800450.0,1245000.0,?,Detached House,3,1,1085.0,1.340225,North
2015-05-07,2015,Fairfield,298410.0,365000.0,Single Family,Detached House,3,3,1055.0,1.340225,South
2015-05-07,2015,Bridgeport,92830.0,49000.0,Single Family,Detached House,3,1,921.0,1.340225,East
2015-05-07,2015,,295400.0,255000.0,Two Family,Duplex,4,2,1497.0,1.340225,East
2015-05-08,2015,Bridgeport,,110000.0,Two Family,Duplex,4,4,1248.0,1.340225,East
2015-05-10,2015,Fairfield,161910.0,177900.0,Single Family,Detached House,3,1,1082.0,1.340225,North
2015-05-10,2015,Fairfield,240730.0,895000.0,?,Detached House,3,3,,1.340225,North
2015-05-13,2015,Bridgeport,,122500.0,Two Family,Duplex,4,2,1490.0,1.340225,South
2015-05-13,2015,West Hartford,198870.0,325000.0,Single Family,Detached House,3,3,912.0,1.340225,West
2015-05-13,2015,West Hartford,533260.0,620000.0,Single Family,Detached House,3,2,1026.0,1.340225,South
2015-05-13,2015,Greenwich,,3261104.0,Single Family,Detached House,3,3,,1.340225,South
2015-05-13,2015,Fairfield,265860.0,490000.0,Single Family,Detached House,3,3,988.0,1.340225,West
2015-05-13,2015,Fairfield,338660.0,630000.0,Single Family,Detached House,3,1,1061.0,1.340225,North
2015-05-13,2015,,154840.0,242000.0,Single Family,Detached House,3,1,1010.0,1.340225,West
2015-05-14,2015,,351120.0,500000.0,Single Family,Detached House,3,2,971.0,1.340225,South
2015-05-14,2015,,139440.0,79905.0,Single Family,Detached House,3,3,976.0,1.340225,West
2015-05-14,2015,Bridgeport,173960.0,190000.0,Single Family,Detached House,3,2,904.0,1.340225,West
2015-05-14,2015,Bridgeport,,125000.0,?,Duplex,4,3,1411.0,1.340225,East
2015-05-15,2015,Norwalk,,395000.0,Single Family,Detached House,3,2,1078.0,1.340225,East
2015-05-15,2015,Greenwich,2402260.0,3100000.0,?,Detached House,3,1,,1.340225,South
2015-05-16,2015,Greenwich,505470.0,759000.0,Single Family,Detached House,3,1,1034.0,1.340225,North
2015-05-16,2015,Bridgeport,172590.0,65000.0,Two Family,Duplex,4,2,1488.0,1.340225,North
2015-05-16,2015,West Hartford,219590.0,367400.0,Single Family,Detached House,3,2,1000.0,1.340225,East
2015-05-16,2015,Bridgeport,127760.0,70000.0,Single Family,Detached House,3,3,1096.0,1.340225,East
2015-05-16,2015,Greenwich,,3070000.0,Single Family,Detached House,3,3,903.0,1.340225,South
2015-05-20,2015,Greenwich,593390.0,953000.0,Single Family,Detached House,3,3,932.0,1.340225,North
2015-05-20,2015,,433440.0,765000.0,Single Family,Detached House,3,1,1029.0,1.340225,West
2015-05-20,2015,West Hartford,187880.0,410000.0,?,Detached House,3,3,970.0,1.340225,South
2015-05-20,2015,,133070.0,145250.0,?,Detached House,3,2,956.0,1.340225,North
2015-05-20,2015,Fairfield,341670.0,575000.0,Single Family,Detached House,3,3,,1.340225,West
2015-05-21,2015,Bridgeport,138270.0,130000.0,Single Family,Detached House,3,1,,1.340225,West
2015-05-21,2015,Fairfield,,725000.0,Single Family,Detached House,3,1,1005.0,1.340225,South
2015-05-22,2015,Norwalk,465220.0,671000.0,Single Family,Detached House,3,3,1084.0,1.340225,North
2015-05-22,2015,Greenwich,506660.0,200000.0,?,Detached House,3,1,991.0,1.340225,West
2015-05-22,2015,Norwalk,,360150.0,Single Family,Detached House,3,2,1027.0,1.340225,East
2015-05-22,2015,Greenwich,1211980.0,4150000.0,Single Family,Detached House,3,2,941.0,1.340225,East
2015-05-23,2015,Norwalk,344540.0,361000.0,Single Family,Detached House,3,2,930.0,1.340225,East
2015-05-24,2015,Norwalk,323330.0,407000.0,Single Family,Detached House,3,1,981.0,1.340225,East
2015-05-24,2015,Fairfield,523040.0,745000.0,Single Family,Detached House,3,1,1099.0,1.340225,West
2015-05-24,2015,Greenwich,856170.0,1300000.0,Single Family,Detached House,3,1,1083.0,1.340225,North
2015-05-24,2015,Norwalk,,344000.0,Single Family,Detached House,3,1,998.0,1.340225,West
2015-05-28,2015,Bridgeport,136400.0,150000.0,Single Family,Detached House,3,1,984.0,1.340225,West
2015-05-28,2015,West Hartford,169400.0,215000.0,?,Detached House,3,1,922.0,1.340225,North
2015-05-28,2015,Norwalk,560770.0,326000.0,Single Family,Detached House,3,1,1080.0,1.340225,East
2015-05-28,2015,Bridgeport,138390.0,105000.0,Single Family,Detached House,3,2,1040.0,1.340225,North
2015-05-28,2015,Bridgeport,154300.0,115500.0,?,Detached House,3,2,965.0,1.340225,South
2015-05-28,2015,Norwalk,428400.0,600000.0,?,Detached House,3,3,,1.340225,North
2015-05-29,2015,Bridgeport,155050.0,105000.0,Two Family,Duplex,4,4,1415.0,1.340225,East
2015-05-29,2015,Norwalk,420420.0,617000.0,Single Family,Detached House,3,3,,1.340225,West
2015-05-29,2015,Bridgeport,,192969.0,Three Family,Triplex,6,5,2190.0,1.340225,West
2015-05-29,2015,Greenwich,390180.0,340000.0,Two Family,Duplex,4,4,1463.0,1.340225,North
2015-05-30,2015,,159670.0,210000.0,Single Family,Detached House,3,1,980.0,1.340225,North
2015-05-31,2015,Greenwich,2258550.0,3072000.0,Single Family,Detached House,3,3,1078.0,1.340225,North
2015-05-31,2015,Norwalk,463540.0,445000.0,Single Family,Detached House,3,2,,1.340225,North
2015-05-31,2015,Greenwich,,1429350.0,Single Family,Detached House,3,3,1035.0,1.340225,South
2015-06-03,2015,Bridgeport,186790.0,125000.0,Two Family,Duplex,4,3,1480.0,1.340225,East
2015-06-03,2015,Bridgeport,212110.0,274000.0,Single Family,Detached House,3,2,1052.0,1.340225,East
2015-06-03,2015,Greenwich,1394400.0,2825000.0,?,Detached House,3,3,,1.340225,South
2015-06-03,2015,West Hartford,,169900.0,Single Family,Detached House,3,1,916.0,1.340225,South
2015-06-03,2015,West Hartford,,410000.0,Single Family,Detached House,3,2,1038.0,1.340225,South
2015-06-03,2015,West Hartford,159810.0,200000.0,?,Detached House,3,1,900.0,1.340225,West
2015-06-03,2015,West Hartford,188930.0,292000.0,Single Family,Detached House,3,1,929.0,1.340225,North
2015-06-04,2015,,2687860.0,2725000.0,?,Detached House,3,1,1077.0,1.340225,North
2015-06-04,2015,West Hartford,220220.0,257500.0,Single Family,Detached House,3,3,1089.0,1.340225,East
2015-06-04,2015,Bridgeport,,245000.0,?,Detached House,3,3,1028.0,1.340225,West
2015-06-04,2015,Bridgeport,41490.0,51000.0,?,Detached House,3,3,959.0,1.340225,West
2015-06-04,2015,,202790.0,309900.0,Single Family,Detached House,3,2,952.0,1.340225,North
2015-06-04,2015,West Hartford,241570.0,416000.0,Single Family,Detached House,3,1,902.0,1.340225,West
2015-06-04,2015,West Hartford,199360.0,233750.0,Single Family,Detached House,3,3,939.0,1.340225,South
2015-06-06,2015,Fairfield,613830.0,802500.0,Single Family,Detached House,3,3,1074.0,1.340225,East
2015-06-06,2015,Norwalk,434350.0,639000.0,Single Family,Detached House,3,2,911.0,1.340225,West
2015-06-07,2015,,,875000.0,?,Detached House,3,3,1079.0,1.340225,East
2015-06-07,2015,Norwalk,520170.0,736800.0,?,Detached House,3,1,925.0,1.340225,West
2015-06-07,2015,Fairfield,471310.0,550000.0,Single Family,Detached House,3,2,1078.0,1.340225,East
2015-06-07,2015,Greenwich,510440.0,937500.0,Single Family,Detached House,3,2,1064.0,1.340225,South
2015-06-07,2015,Norwalk,305270.0,430000.0,Single Family,Detached House,3,2,1016.0,1.340225,South
2015-06-10,2015,West Hartford,833070.0,1050000.0,Single Family,Detached House,3,3,996.0,1.340225,South
2015-06-10,2015,West Hartford,198100.0,302500.0,Single Family,Detached House,3,1,1026.0,1.340225,North
2015-06-10,2015,Fairfield,270620.0,476000.0,?,Detached House,3,3,1016.0,1.340225,West
2015-06-10,2015,Bridgeport,170840.0,183000.0,Three Family,Triplex,6,4,2094.0,1.340225,North
2015-06-10,2015,Greenwich,611870.0,910000.0,Single Family,Detached House,3,3,933.0,1.340225,East
2015-06-11,2015,West Hartford,204470.0,265000.0,Single Family,Detached House,3,1,986.0,1.340225,North
2015-06-12,2015,Greenwich,566790.0,848000.0,Single Family,Detached House,3,2,921.0,1.340225,West
2015-06-12,2015,Bridgeport,156810.0,65000.0,Single Family,Detached House,3,3,1073.0,1.340225,West
2015-06-13,2015,,153380.0,79000.0,Single Family,Detached House,3,2,1014.0,1.340225,East
2015-06-13,2015,Norwalk,343625.0,455000.0,Single Family,Detached House,3,3,965.0,1.340225,South
2015-06-14,2015,Greenwich,677390.0,1130000.0,?,Detached House,3,1,946.0,1.340225,East
2015-06-14,2015,Norwalk,322980.0,525000.0,Single Family,Detached House,3,1,1040.0,1.340225,North
2015-06-14,2015,,1144920.0,2500000.0,Single Family,Detached House,3,2,,1.340225,West
2015-06-17,2015,Greenwich,,3630000.0,Single Family,Detached House,3,1,906.0,1.340225,South
2015-06-17,2015,Fairfield,212170.0,270000.0,Single Family,Detached House,3,2,983.0,1.340225,West
2015-06-17,2015,Bridgeport,213270.0,250000.0,Single Family,Detached House,3,2,959.0,1.340225,East
2015-06-17,2015,Norwalk,243040.0,235000.0,Single Family,Detached House,3,1,994.0,1.340225,North
2015-06-18,2015,Norwalk,551880.0,300000.0,Single Family,Detached House,3,3,981.0,1.340225,East
2015-06-18,2015,West Hartford,252770.0,465000.0,Single Family,Detached House,3,2,1009.0,1.340225,East
2015-06-18,2015,West Hartford,172550.0,266000.0,Single Family,Detached House,3,1,1008.0,1.340225,West
2015-06-18,2015,Bridgeport,99430.0,55000.0,?,Duplex,4,2,1464.0,1.340225,East
2015-06-18,2015,Bridgeport,97150.0,223000.0,Single Family,Detached House,3,1,963.0,1.340225,West
2015-06-19,2015,Fairfield,560770.0,1593533.0,Single Family,Detached House,3,2,1087.0,1.340225,North
2015-06-20,2015,Greenwich,2121070.0,3195000.0,Single Family,Detached House,3,2,994.0,1.340225,South
2015-06-20,2015,Norwalk,269080.0,340000.0,Single Family,Detached House,3,3,1045.0,1.340225,West
2015-06-20,2015,Greenwich,666400.0,1125000.0,?,Detached House,3,1,1016.0,1.340225,West
2015-06-21,2015,Greenwich,692720.0,1100000.0,Single Family,Detached House,3,3,914.0,1.340225,North
2015-06-21,2015,Greenwich,1058190.0,2050000.0,Single Family,Detached House,3,3,1030.0,1.340225,South
2015-06-21,2015,Greenwich,1012830.0,1395000.0,Single Family,Detached House,3,2,992.0,1.340225,South
2015-06-21,2015,Norwalk,975800.0,1675000.0,Single Family,Detached House,3,2,996.0,1.340225,East
2015-06-21,2015,Fairfield,295680.0,355000.0,?,Detached House,3,3,1093.0,1.340225,East
2015-06-21,2015,Norwalk,266630.0,267500.0,?,Detached House,3,2,1086.0,1.340225,South
2015-06-24,2015,West Hartford,186480.0,277500.0,?,Detached House,3,3,1099.0,1.340225,East
2015-06-24,2015,Greenwich,242200.0,384000.0,Single Family,Detached House,3,2,1048.0,1.340225,North
2015-06-24,2015,West Hartford,133910.0,219000.0,?,Detached House,3,3,,1.340225,North
2015-06-24,2015,West Hartford,194600.0,317000.0,Single Family,Detached House,3,1,939.0,1.340225,South
2015-06-24,2015,Fairfield,353220.0,625000.0,Single Family,Detached House,3,1,966.0,1.340225,West
2015-06-24,2015,Bridgeport,,35000.0,Two Family,Duplex,4,3,1241.0,1.340225,South
2015-06-24,2015,Bridgeport,185220.0,27500.0,Three Family,Triplex,6,4,2024.0,1.340225,South
2015-06-25,2015,Greenwich,598640.0,1030000.0,Single Family,Detached House,3,3,,1.340225,South
2015-06-25,2015,,882140.0,2060000.0,Single Family,Detached House,3,1,900.0,1.340225,West
2015-06-25,2015,Fairfield,182980.0,190000.0,Single Family,Detached House,3,3,918.0,1.340225,South
2015-06-25,2015,Bridgeport,153410.0,150000.0,?,Detached House,3,1,991.0,1.340225,West
2015-06-26,2015,Greenwich,965720.0,2510000.0,Single Family,Detached House,3,3,,1.340225,East
2015-06-26,2015,West Hartford,245560.0,408000.0,Single Family,Detached House,3,3,1021.0,1.340225,East
2015-06-27,2015,Bridgeport,227640.0,142000.0,?,Detached House,3,3,1080.0,1.340225,North
2015-06-27,2015,Greenwich,1266090.0,2350000.0,Single Family,Detached House,3,3,996.0,1.340225,East
2015-06-27,2015,Norwalk,700000.0,850000.0,Single Family,Detached House,3,2,1060.0,1.340225,West
2015-06-27,2015,Norwalk,,1530000.0,Single Family,Detached House,3,2,919.0,1.340225,West
2015-06-27,2015,Norwalk,446390.0,700000.0,Single Family,Detached House,3,3,936.0,1.340225,East
2015-06-27,2015,West Hartford,175490.0,325500.0,Single Family,Detached House,3,3,974.0,1.340225,South
2015-06-27,2015,Bridgeport,119140.0,67500.0,Single Family,Detached House,3,3,1013.0,1.340225,West
2015-06-27,2015,Norwalk,588070.0,800000.0,?,Detached House,3,1,1016.0,1.340225,East
2015-06-27,2015,Norwalk,235410.0,359000.0,Single Family,Detached House,3,1,906.0,1.340225,South
2015-06-28,2015,,655200.0,11810000.0,?,Detached House,3,1,1059.0,1.340225,North
2015-07-01,2015,,217640.0,270000.0,Single Family,Detached House,3,2,1020.0,1.340225,North
2015-07-01,2015,West Hartford,182280.0,340000.0,Single Family,Detached House,3,3,989.0,1.340225,North
2015-07-01,2015,West Hartford,110740.0,179900.0,Single Family,Detached House,3,1,929.0,1.340225,East
2015-07-01,2015,West Hartford,238420.0,300000.0,?,Detached House,3,3,1033.0,1.340225,East
2015-07-01,2015,West Hartford,303310.0,499000.0,Single Family,Detached House,3,3,931.0,1.340225,East
2015-07-01,2015,,264460.0,375000.0,Single Family,Detached House,3,2,959.0,1.340225,West
2015-07-01,2015,,217840.0,275000.0,Single Family,Detached House,3,2,932.0,1.340225,South
2015-07-01,2015,Fairfield,288820.0,482000.0,Single Family,Detached House,3,1,1091.0,1.340225,East
2015-07-02,2015,West Hartford,198660.0,347475.0,Single Family,Detached House,3,2,915.0,1.340225,South
2015-07-02,2015,,295820.0,400000.0,Single Family,Detached House,3,3,913.0,1.340225,West
2015-07-02,2015,,130690.0,250000.0,Single Family,Detached House,3,3,1009.0,1.340225,West
2015-07-02,2015,West Hartford,117880.0,207500.0,Single Family,Detached House,3,2,978.0,1.340225,East
2015-07-02,2015,Norwalk,354760.0,480000.0,Single Family,Detached House,3,2,1003.0,1.340225,South
2015-07-02,2015,Bridgeport,188750.0,80000.0,Three Family,Triplex,6,4,2129.0,1.340225,South
2015-07-02,2015,Fairfield,382200.0,2395000.0,Single Family,Detached House,3,3,974.0,1.340225,South
2015-07-02,2015,Greenwich,281820.0,470000.0,Single Family,Detached House,3,2,1070.0,1.340225,North
2015-07-02,2015,Fairfield,267750.0,275000.0,Single Family,Detached House,3,2,1038.0,1.340225,North
2015-07-02,2015,Greenwich,3047870.0,4300000.0,Single Family,Detached House,3,1,1055.0,1.340225,West
2015-07-02,2015,Bridgeport,152180.0,125349.0,Single Family,Detached House,3,2,981.0,1.340225,North
2015-07-03,2015,Norwalk,384790.0,489000.0,Single Family,Detached House,3,2,1093.0,1.340225,East
2015-07-03,2015,Fairfield,421820.0,682500.0,Single Family,Detached House,3,2,914.0,1.340225,South
2015-07-03,2015,Bridgeport,144580.0,90000.0,Three Family,Triplex,6,5,,1.340225,East
2015-07-05,2015,Fairfield,809200.0,1100000.0,Single Family,Detached House,3,1,1044.0,1.340225,South
2015-07-08,2015,Greenwich,2682190.0,5500000.0,Single Family,Detached House,3,2,,1.340225,West
2015-07-08,2015,West Hartford,235900.0,504500.0,Single Family,Detached House,3,1,1067.0,1.340225,South
2015-07-08,2015,Fairfield,313740.0,475000.0,Single Family,Detached House,3,3,1065.0,1.340225,West
2015-07-09,2015,West Hartford,254940.0,332500.0,Single Family,Detached House,3,1,1090.0,1.340225,West
2015-07-09,2015,Fairfield,314650.0,502000.0,?,Detached House,3,1,1031.0,1.340225,South
2015-07-09,2015,West Hartford,,495000.0,Single Family,Detached House,3,1,992.0,1.340225,South
2015-07-10,2015,Bridgeport,235320.0,185500.0,Four Family,Fourplex,8,6,2442.0,1.340225,North
2015-07-10,2015,Greenwich,2948960.0,5000000.0,Single Family,Detached House,3,3,1063.0,1.340225,East
2015-07-11,2015,Fairfield,515480.0,920000.0,Single Family,Detached House,3,3,923.0,1.340225,East
2015-07-11,2015,West Hartford,290360.0,515000.0,Single Family,Detached House,3,2,997.0,1.340225,West
2015-07-11,2015,Greenwich,725690.0,1250000.0,Single Family,Detached House,3,1,943.0,1.340225,South
2015-07-11,2015,,334530.0,405000.0,Single Family,Detached House,3,1,987.0,1.340225,North
2015-07-15,2015,Bridgeport,135650.0,145000.0,Single Family,Detached House,3,1,924.0,1.340225,West
2015-07-15,2015,,,282000.0,Single Family,Detached House,3,2,1051.0,1.340225,West
2015-07-15,2015,Bridgeport,162080.0,225000.0,Single Family,Detached House,3,1,911.0,1.340225,North
2015-07-15,2015,Bridgeport,88680.0,40000.0,?,Detached House,3,1,998.0,1.340225,South
2015-07-16,2015,,149740.0,178000.0,Single Family,Detached House,3,2,,1.340225,East
2015-07-16,2015,Bridgeport,154030.0,65000.0,Two Family,Duplex,4,4,1488.0,1.340225,South
2015-07-18,2015,Greenwich,1768340.0,1800000.0,Single Family,Detached House,3,3,1069.0,1.340225,North
2015-07-18,2015,Bridgeport,81180.0,49100.0,?,Detached House,3,1,1075.0,1.340225,East
2015-07-19,2015,,3476970.0,4730000.0,?,Detached House,3,1,1091.0,1.340225,West
2015-07-19,2015,,,930000.0,?,Detached House,3,3,1090.0,1.340225,East
2015-07-22,2015,West Hartford,160090.0,250500.0,?,Detached House,3,3,,1.340225,South
2015-07-22,2015,,184870.0,225000.0,Single Family,Detached House,3,1,965.0,1.340225,North
2015-07-22,2015,,311780.0,422500.0,?,Detached House,3,1,900.0,1.340225,South
2015-07-22,2015,West Hartford,,245000.0,?,Detached House,3,3,981.0,1.340225,North
2015-07-23,2015,Greenwich,770420.0,705000.0,Single Family,Detached House,3,3,976.0,1.340225,South
2015-07-23,2015,West Hartford,303660.0,500000.0,Single Family,Detached House,3,2,1068.0,1.340225,South
2015-07-23,2015,Fairfield,276640.0,382500.0,Single Family,Detached House,3,1,942.0,1.340225,East
2015-07-23,2015,,287280.0,440000.0,Single Family,Detached House,3,2,902.0,1.340225,North
2015-07-23,2015,Bridgeport,180920.0,190000.0,Two Family,Duplex,4,2,1427.0,1.340225,North
2015-07-23,2015,Norwalk,263900.0,300000.0,Single Family,Detached House,3,1,972.0,1.340225,North
2015-07-24,2015,Norwalk,644490.0,895000.0,Single Family,Detached House,3,2,1076.0,1.340225,East
2015-07-24,2015,Norwalk,856310.0,700000.0,Single Family,Detached House,3,3,982.0,1.340225,West
2015-07-24,2015,Bridgeport,,184000.0,Two Family,Duplex,4,4,1313.0,1.340225,South
2015-07-24,2015,West Hartford,,279000.0,Single Family,Detached House,3,2,904.0,1.340225,South
2015-07-24,2015,Greenwich,1195880.0,1950000.0,Single Family,Detached House,3,2,1020.0,1.340225,South
2015-07-24,2015,Bridgeport,140750.0,130000.0,Single Family,Detached House,3,2,1067.0,1.340225,West
2015-07-25,2015,,418460.0,610000.0,Single Family,Detached House,3,3,1030.0,1.340225,East
2015-07-25,2015,Bridgeport,165820.0,53100.0,Two Family,Duplex,4,4,1450.0,1.340225,East
2015-07-26,2015,Norwalk,237930.0,295000.0,Single Family,Detached House,3,2,949.0,1.340225,North
2015-07-29,2015,Norwalk,499870.0,699000.0,Single Family,Detached House,3,1,933.0,1.340225,South
2015-07-29,2015,West Hartford,150640.0,217000.0,Single Family,Detached House,3,2,1009.0,1.340225,South
2015-07-29,2015,Fairfield,513520.0,740000.0,Single Family,Detached House,3,3,996.0,1.340225,West
2015-07-29,2015,Bridgeport,19029170.0,44000.0,?,Detached House,3,1,1011.0,1.340225,North
2015-07-31,2015,,323680.0,580000.0,Single Family,Detached House,3,3,926.0,1.340225,West
2015-07-31,2015,Bridgeport,173900.0,64000.0,Three Family,Triplex,6,6,,1.340225,North
2015-07-31,2015,Bridgeport,1758970.0,25000.0,Single Family,Detached House,3,2,970.0,1.340225,South
2015-07-31,2015,Fairfield,635950.0,735000.0,Single Family,Detached House,3,2,992.0,1.340225,North
2015-07-31,2015,Bridgeport,1790570.0,22500.0,Single Family,Detached House,3,1,1053.0,1.340225,South
2015-08-01,2015,Bridgeport,127250.0,43100.0,Single Family,Detached House,3,1,1031.0,1.340225,North
2015-08-01,2015,Bridgeport,107150.0,88000.0,Single Family,Detached House,3,2,1043.0,1.340225,East
2015-08-01,2015,Fairfield,258440.0,380000.0,Single Family,Detached House,3,1,,1.340225,East
2015-08-01,2015,Fairfield,204610.0,340000.0,Single Family,Detached House,3,1,955.0,1.340225,North
2015-08-01,2015,West Hartford,,455000.0,Single Family,Detached House,3,2,1094.0,1.340225,East
2015-08-05,2015,Greenwich,1364580.0,2390000.0,?,Detached House,3,1,908.0,1.340225,West
2015-08-05,2015,Norwalk,245350.0,309000.0,Single Family,Detached House,3,3,1100.0,1.340225,North
2015-08-05,2015,Bridgeport,2015670.0,299900.0,Single Family,Detached House,3,1,1039.0,1.340225,West
2015-08-05,2015,Bridgeport,,141000.0,Four Family,Fourplex,8,8,2838.0,1.340225,North
2015-08-06,2015,Bridgeport,77300.0,88000.0,Single Family,Detached House,3,2,1084.0,1.340225,West
2015-08-07,2015,Bridgeport,220500.0,268675.0,?,Detached House,3,3,976.0,1.340225,West
2015-08-08,2015,West Hartford,212100.0,385000.0,Single Family,Detached House,3,2,982.0,1.340225,West
2015-08-08,2015,West Hartford,210840.0,325000.0,Single Family,Detached House,3,1,961.0,1.340225,South
2015-08-08,2015,Fairfield,693000.0,700000.0,Single Family,Detached House,3,3,1004.0,1.340225,North
2015-08-08,2015,Greenwich,775460.0,1259500.0,Single Family,Detached House,3,2,1058.0,1.340225,West
2015-08-08,2015,Greenwich,,425000.0,Single Family,Detached House,3,3,965.0,1.340225,South
2015-08-08,2015,,609280.0,452500.0,Single Family,Detached House,3,2,1061.0,1.340225,West
2015-08-12,2015,Fairfield,195580.0,395000.0,Single Family,Detached House,3,1,1006.0,1.340225,West
2015-08-12,2015,West Hartford,,326000.0,Single Family,Detached House,3,1,942.0,1.340225,East
2015-08-13,2015,Bridgeport,135370.0,145000.0,Single Family,Detached House,3,3,1097.0,1.340225,South
2015-08-13,2015,Norwalk,260190.0,345000.0,?,Detached House,3,2,989.0,1.340225,West
2015-08-13,2015,Norwalk,414470.0,655000.0,Single Family,Detached House,3,2,1080.0,1.340225,North
2015-08-14,2015,West Hartford,141260.0,309000.0,Single Family,Detached House,3,3,987.0,1.340225,West
2015-08-14,2015,Norwalk,,599000.0,Single Family,Detached House,3,2,905.0,1.340225,West
2015-08-15,2015,Greenwich,524370.0,855000.0,Single Family,Detached House,3,3,987.0,1.340225,North
2015-08-15,2015,Norwalk,227570.0,234000.0,Single Family,Detached House,3,1,1068.0,1.340225,South
2015-08-15,2015,Fairfield,,750000.0,?,Detached House,3,3,1063.0,1.340225,East
2015-08-15,2015,Norwalk,217070.0,274000.0,Single Family,Detached House,3,1,1034.0,1.340225,North
2015-08-15,2015,Fairfield,380100.0,585000.0,Single Family,Detached House,3,3,932.0,1.340225,South
2015-08-16,2015,Greenwich,2563260.0,3255000.0,Single Family,Detached House,3,2,1016.0,1.340225,North
2015-08-16,2015,Greenwich,852110.0,1291000.0,Single Family,Detached House,3,3,,1.340225,West
2015-08-16,2015,Greenwich,752710.0,800000.0,Single Family,Detached House,3,1,1025.0,1.340225,South
2015-08-16,2015,Fairfield,592830.0,795000.0,Single Family,Detached House,3,2,,1.340225,South
2015-08-16,2015,Norwalk,697200.0,750000.0,Single Family,Detached House,3,3,913.0,1.340225,South
