book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
3460,164531,164531,2880113,407,486410226,9780486410230.0,E. Nesbit,1906.0,The Railway Children,The Railway Children,eng,3.99,35196,39237,973,670,1777,8936,13704,14150,https://images.gr-assets.com/books/1328865877m/164531.jpg,https://images.gr-assets.com/books/1328865877s/164531.jpg
3464,5128,5128,1771312,81,60595183,9780060595180.0,Aldous Huxley,1956.0,The Doors of Perception & Heaven and Hell,The Doors of Perception & Heaven and Hell,eng,3.96,24213,27581,840,250,1360,6570,10522,8879,https://images.gr-assets.com/books/1375947566m/5128.jpg,https://images.gr-assets.com/books/1375947566s/5128.jpg
3472,284996,284996,886814,41,374515360,9780374515360.0,Flannery O'Connor,1971.0,The Complete Stories,The Complete Stories,eng,4.44,27352,29267,1222,308,568,2593,8231,17567,https://images.gr-assets.com/books/1489956381m/284996.jpg,https://images.gr-assets.com/books/1489956381s/284996.jpg
3473,6780439,6780439,285261,17,1847386823,9781847386820.0,L.J. Smith,1991.0,Dark Reunion,"Dark Visions (Dark Visions, #1-3)",eng,4.19,33023,34790,1050,545,1488,6040,9472,17245,https://images.gr-assets.com/books/1296605183m/6780439.jpg,https://images.gr-assets.com/books/1296605183s/6780439.jpg
3476,4264,4264,2961920,76,1573226882,9781573226880.0,Nick Hornby,1992.0,Fever Pitch,Fever Pitch,eng,3.72,25374,28121,1210,786,2213,7983,10272,6867,https://images.gr-assets.com/books/1426114203m/4264.jpg,https://images.gr-assets.com/books/1426114203s/4264.jpg
3482,333538,333538,17778410,409,805211063,9780805211060.0,"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",1926.0,Das Schloß,The Castle,eng,3.97,25043,31641,1272,664,1843,6426,11624,11084,https://images.gr-assets.com/books/1331696371m/333538.jpg,https://images.gr-assets.com/books/1331696371s/333538.jpg
3483,15985373,15985373,21528629,27,425256855,9780425256860.0,Mark  Lawrence,2013.0,Emperor of Thorns,"Emperor of Thorns (The Broken Empire, #3)",eng,4.27,21143,30338,1793,217,724,4070,11088,14239,https://images.gr-assets.com/books/1352546239m/15985373.jpg,https://images.gr-assets.com/books/1352546239s/15985373.jpg
3486,6441509,6441509,6631450,56,006172081X,9780061720820.0,L.J. Smith,2010.0,The Vampire Diaries: The Return: Shadow Souls,"Shadow Souls (The Vampire Diaries: The Return, #2)",en-US,3.79,31445,34134,1026,1588,3491,8083,8250,12722,https://images.gr-assets.com/books/1347424332m/6441509.jpg,https://images.gr-assets.com/books/1347424332s/6441509.jpg
3492,110694,110694,418854,40,552148067,9780552148060.0,David Eddings,1991.0,The Seeress of Kell,"The Seeress of Kell (The Malloreon, #5)",eng,4.12,32127,34838,283,210,1192,6830,12458,14148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3500,66692,66692,215324,43,088038672X,9780880386720.0,R.A. Salvatore,1989.0,Streams of Silver (Icewind Dale #2),"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",eng,4.14,26237,28939,359,135,901,5503,10612,11788,https://images.gr-assets.com/books/1457322786m/66692.jpg,https://images.gr-assets.com/books/1457322786s/66692.jpg
3503,158119,158119,3242779,94,140130866X,9781401308670.0,Cecelia Ahern,2005.0,If You Could See Me Now,If You Could See Me Now,en-US,3.84,28891,32562,1913,831,2531,8128,10555,10517,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3508,12749,12749,4830806,749,142437964,9780142437960.0,"Marcel Proust, Simon Vance, Lydia Davis",1913.0,Du côté de chez Swann,"Swann's Way (In Search of Lost Time, #1)",eng,4.14,24595,31697,2371,987,1689,4576,9097,15348,https://images.gr-assets.com/books/1452956236m/12749.jpg,https://images.gr-assets.com/books/1452956236s/12749.jpg
3516,2334751,2334751,2080189,57,718149122,9780718149120.0,Marian Keyes,2008.0,This Charming Man,This Charming Man,eng,3.75,28095,30202,1376,907,2409,8207,10557,8122,https://images.gr-assets.com/books/1328451976m/2334751.jpg,https://images.gr-assets.com/books/1328451976s/2334751.jpg
3517,4110198,4110198,4157374,61,1846052580,9781846052580.0,"James Patterson, Maxine Paetro",2009.0,The 8th Confession,"The 8th Confession (Women's Murder Club, #8)",,4.02,29973,35392,1427,195,1144,8134,14178,11741,https://images.gr-assets.com/books/1408315092m/4110198.jpg,https://images.gr-assets.com/books/1408315092s/4110198.jpg
3530,371787,371787,968049,47,345369351,9780345369350.0,David Eddings,1989.0,Sorceress of Darshiva,"Sorceress of Darshiva (The Malloreon, #4)",eng,4.09,34086,35680,215,191,1265,7339,13168,13717,https://images.gr-assets.com/books/1342438281m/371787.jpg,https://images.gr-assets.com/books/1342438281s/371787.jpg
3535,53022,53022,629495,52,684807319,9780684807320.0,"W.B. Yeats, Richard J. Finneran",1997.0,The Collected Poems of W.B. Yeats,The Collected Poems of W.B. Yeats,en-US,4.25,28327,29532,336,316,832,4345,9662,14377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3550,783291,783291,1584738,63,316677469,9780316677460.0,Alice Sebold,2007.0,The Almost Moon,The Almost Moon,eng,2.67,28299,31183,5223,5670,8233,9978,5312,1990,https://images.gr-assets.com/books/1310421579m/783291.jpg,https://images.gr-assets.com/books/1310421579s/783291.jpg
3552,91953,91953,680963,364,140431950,9780140431960.0,"Thomas Hobbes, C.B. Macpherson",1651.0,"Leviathan or The Matter, Forme and Power of a Common Wealth Ecclesiasticall and Civil",Leviathan,eng,3.66,26284,28699,505,850,2688,8639,9692,6830,https://images.gr-assets.com/books/1326788684m/91953.jpg,https://images.gr-assets.com/books/1326788684s/91953.jpg
3560,703,703,911456,76,1400079497,9781400079490.0,Philip Roth,2004.0,The Plot Against America,The Plot Against America,eng,3.71,26262,29204,2482,633,2295,8049,12301,5926,https://images.gr-assets.com/books/1327711853m/703.jpg,https://images.gr-assets.com/books/1327711853s/703.jpg
3572,6462,6462,1615,25,1400032539,9781400032530.0,Joseph J. Ellis,2004.0,His Excellency: George Washington,His Excellency: George Washington,eng,3.9,27178,27987,1087,1234,1327,5548,10905,8973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3574,7569223,7569223,9910301,57,7311001,9780007311000.0,Lauren Weisberger,2010.0,Last Night at Chateau Marmont,Last Night at Chateau Marmont,en-GB,3.51,25002,27284,1134,994,3304,9351,8093,5542,https://images.gr-assets.com/books/1269790764m/7569223.jpg,https://images.gr-assets.com/books/1269790764s/7569223.jpg
3577,8965,8965,3124176,78,,9780316905720.0,Darren Shan,2000.0,"The Vampire's Assistant (Cirque du Freak, #2) ","The Vampire's Assistant (Cirque Du Freak, #2)",,4.12,29943,33100,1272,245,1364,6433,11227,13831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3584,429138,429138,434726,86,312954468,9780312954470.0,Wilbur Smith,1993.0,River God,"River God (Ancient Egypt, #1)",eng,4.2,24920,27459,1125,390,967,4230,9143,12729,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3591,214332,214332,14654173,47,310234697,9780310234690.0,Lee Strobel,2000.0,,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,en-US,4.17,24007,24951,461,556,863,3896,8044,11592,https://images.gr-assets.com/books/1296487661m/214332.jpg,https://images.gr-assets.com/books/1296487661s/214332.jpg
3592,7544603,7544603,9823592,61,3401063480,9783401063480.0,Kerstin Gier,2010.0,Smaragdgrün,"Smaragdgrün (Edelstein-Trilogie, #3)",ger,4.2,22620,47351,4532,352,1629,7539,16432,21399,https://images.gr-assets.com/books/1345808677m/7544603.jpg,https://images.gr-assets.com/books/1345808677s/7544603.jpg
3595,23522,23522,2625557,111,316341517,9780316341520.0,"Edith Hamilton, Steele Savage",1942.0,Mythology,Mythology: Timeless Tales of Gods and Heroes,en-US,3.98,30804,35584,1658,568,1657,7703,13515,12141,https://images.gr-assets.com/books/1305000423m/23522.jpg,https://images.gr-assets.com/books/1305000423s/23522.jpg
3598,597,597,2226163,25,743264460,9780743264460.0,Chuck Klosterman,2005.0,Killing Yourself to Live: 85% of a True Story,Killing Yourself to Live: 85% of a True Story,en-US,3.85,23015,23614,1108,457,1414,5826,9442,6475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3600,9589,9589,1683551,76,425161293,9780425161300.0,Kurt Vonnegut Jr.,1990.0,Hocus Pocus,Hocus Pocus,,3.81,23046,25483,845,201,1290,7373,10818,5801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3607,13644055,13644055,19260000,32,1622662644,9781622662650.0,Jennifer L. Armentrout,2014.0,Opposition,"Opposition (Lux, #5)",eng,4.43,40399,47980,5724,327,1049,4856,13051,28697,https://images.gr-assets.com/books/1398694101m/13644055.jpg,https://images.gr-assets.com/books/1398694101s/13644055.jpg
3613,11507,11507,924688,64,1400031044,9781400031050.0,Chaim Potok,1972.0,My Name Is Asher Lev,My Name Is Asher Lev,eng,4.19,29273,30833,2300,306,987,4736,11453,13351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3620,300225,300225,291389,83,1568650949,9781568650940.0,Sidney Sheldon,1977.0,Bloodline,Bloodline,,3.79,23726,25295,585,332,1670,7491,9262,6540,https://images.gr-assets.com/books/1298570618m/300225.jpg,https://images.gr-assets.com/books/1298570618s/300225.jpg
3628,24812,24812,25599,14,740748475,9780740748480.0,Bill Watterson,2005.0,The Complete Calvin and Hobbes,The Complete Calvin and Hobbes,eng,4.82,28900,29968,861,120,154,693,3117,25884,https://images.gr-assets.com/books/1473064526m/24812.jpg,https://images.gr-assets.com/books/1473064526s/24812.jpg
3634,115076,115076,3000860,34,452287898,9780452287890.0,Marisa de los Santos,2005.0,Love Walked In,Love Walked In,eng,3.69,28712,29698,4084,710,2525,8669,11047,6747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3637,5941233,5941233,6113733,15,1416983082,9781416983090.0,Christopher Pike,1998.0,Thirst No. 1,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)",en-US,3.82,30154,30841,1586,2004,2842,6265,7401,12329,https://images.gr-assets.com/books/1327887604m/5941233.jpg,https://images.gr-assets.com/books/1327887604s/5941233.jpg
3640,119389,119389,291433,83,6174426,9780006174420.0,Sidney Sheldon,1987.0,Windmills of the Gods,Windmills of the Gods,en-GB,3.82,23333,24637,502,265,1587,7160,9003,6622,https://images.gr-assets.com/books/1405239745m/119389.jpg,https://images.gr-assets.com/books/1405239745s/119389.jpg
3642,38262,38262,3214982,641,1853260738,9781853260740.0,Daniel Defoe,1722.0,The Fortunes and Misfortunes of the Famous Moll Flanders,Moll Flanders,eng,3.5,30379,34246,1187,1351,4068,11525,10738,6564,https://images.gr-assets.com/books/1338130955m/38262.jpg,https://images.gr-assets.com/books/1338130955s/38262.jpg
3643,175675,175675,551195,105,812978188,9780812978190.0,E.L. Doctorow,1974.0,Ragtime,Ragtime,eng,3.88,26815,30434,1840,582,1706,7341,12086,8719,https://images.gr-assets.com/books/1320531790m/175675.jpg,https://images.gr-assets.com/books/1320531790s/175675.jpg
3645,3272165,3272165,3308349,50,7240198,9780007240200.0,Ben Goldacre,2008.0,"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Bad Science,eng,4.07,22692,27021,1433,589,1188,4439,10259,10546,https://images.gr-assets.com/books/1327251503m/3272165.jpg,https://images.gr-assets.com/books/1327251503s/3272165.jpg
3647,6891433,23355220,7112263,117,,9788203195520.0,Jo Nesbø,2009.0,"Panserhjerte (Harry Hole, #8)","Panserhjerte (Harry Hole, #8)",nor,4.08,10991,30903,2370,227,799,5498,14278,10101,https://images.gr-assets.com/books/1408635770m/6891433.jpg,https://images.gr-assets.com/books/1408635770s/6891433.jpg
3664,1821571,1821571,2066979,49,1406309354,9781406309360.0,Anthony Horowitz,2007.0,Snakehead,"Snakehead (Alex Rider, #7)",eng,4.15,32743,34398,853,321,1209,6211,11862,14795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3669,173673,173673,167753,65,670869759,9780670869760.0,Foundation for Inner Peace,1975.0,A Course in Miracles,A Course in Miracles,,4.17,17015,22780,425,751,1148,3489,5445,11947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3694,13497505,13497505,19041763,20,1400203759,9781400203760.0,Bob Goff,2012.0,Discover an Incredible Life in an Ordinary World,Love Does: Discover a Secretly Incredible Life in an Ordinary World,en-US,4.25,25791,27426,2034,546,1087,3742,7584,14467,https://images.gr-assets.com/books/1335237698m/13497505.jpg,https://images.gr-assets.com/books/1335237698s/13497505.jpg
3697,9300768,9300768,12879765,56,316123358,9780316123360.0,Joe Abercrombie,2011.0,The Heroes,"The Heroes (First Law World, #5)",eng,4.26,24964,29467,1434,194,696,3918,11010,13649,https://images.gr-assets.com/books/1375671200m/9300768.jpg,https://images.gr-assets.com/books/1375671200s/9300768.jpg
3700,42058,42058,2913597,620,192839934,9780192839930.0,"William Shakespeare, John Jowett",1591.0,The Tragedy of King Richard the Third,Richard III,,3.92,29182,34610,1201,545,2222,8272,12044,11527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3701,22557520,22557520,26102134,72,1476792488,9781476792480.0,Anna Todd,2014.0,After,"After (After, #1)",eng,3.74,32027,38360,4589,3671,3432,6845,9557,14855,https://images.gr-assets.com/books/1438077259m/22557520.jpg,https://images.gr-assets.com/books/1438077259s/22557520.jpg
3704,16303287,16303287,22436394,44,1442495995,9781442496000.0,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014.0,The Bane Chronicles,The Bane Chronicles,eng,4.2,36885,41828,4141,562,1289,6521,14344,19112,https://images.gr-assets.com/books/1395159015m/16303287.jpg,https://images.gr-assets.com/books/1395159015s/16303287.jpg
3709,123543,123543,2517460,74,312999526,9780312999520.0,Eric Van Lustbader,2003.0,Robert Ludlum's The Bourne Legacy,"The Bourne Legacy (Jason Bourne, #4)",eng,3.86,23352,24627,464,547,1340,6190,9529,7021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3715,325085,325085,4993095,138,140435123,9780140435120.0,"Charles Dickens, Mark Ford",1839.0,Nicholas Nickleby,Nicholas Nickleby,eng,3.89,30272,33384,1100,671,1886,8152,12330,10345,https://images.gr-assets.com/books/1352758388m/325085.jpg,https://images.gr-assets.com/books/1352758388s/325085.jpg
3728,44170,44170,918951,28,803731531,9780803731530.0,Frank Beddor,2004.0,The Looking Glass Wars,"The Looking Glass Wars (The Looking Glass Wars, #1)",en-US,3.93,34581,37993,3522,819,2286,8286,13789,12813,https://images.gr-assets.com/books/1354845928m/44170.jpg,https://images.gr-assets.com/books/1354845928s/44170.jpg
3736,10785687,10785687,15697851,8,62101897,9780062101890.0,Bob McCabe,2011.0,Harry Potter Page to Screen: The Complete Filmmaking Journey,Harry Potter Page to Screen: The Complete Filmmaking Journey,,4.56,27361,27610,369,477,480,2151,4630,19872,https://images.gr-assets.com/books/1317345385m/10785687.jpg,https://images.gr-assets.com/books/1317345385s/10785687.jpg
3737,29925,29925,30342,27,1841580651,9781841580650.0,Jeff Shaara,1996.0,Gods and Generals,"Gods and Generals (The Civil War Trilogy, #1)",eng,4.05,25515,27141,574,402,1081,5241,10527,9890,https://images.gr-assets.com/books/1330062676m/29925.jpg,https://images.gr-assets.com/books/1330062676s/29925.jpg
3742,792161,792161,1575365,98,439796636,9780439796640.0,Michael Morpurgo,1982.0,War Horse,"War Horse (War Horse, #1)",eng,4.13,24952,31591,3828,311,1148,5520,11838,12774,https://images.gr-assets.com/books/1360677423m/792161.jpg,https://images.gr-assets.com/books/1360677423s/792161.jpg
3756,23512999,23512999,43116154,54,1501111671,9781501111680.0,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054,28439,3384,395,1213,6521,12347,7963,https://images.gr-assets.com/books/1468705688m/23512999.jpg,https://images.gr-assets.com/books/1468705688s/23512999.jpg
3757,9835731,9835731,7184205,129,374173958,9780374173950.0,"Lars Kepler, Ann Long",2009.0,Hypnotisören,"The Hypnotist (Joona Linna, #1)",eng,3.63,23690,30432,2942,1083,2985,8649,11008,6707,https://images.gr-assets.com/books/1482166605m/9835731.jpg,https://images.gr-assets.com/books/1482166605s/9835731.jpg
3760,43324,43324,2024958,72,7165161,9780007165160.0,Sidney Sheldon,1985.0,The Sands of Time,Are You Afraid of the Dark?,eng,3.64,21443,22906,707,520,2117,7426,7837,5006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3770,23395680,23395680,26653661,37,553499114,9780553499120.0,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",eng,4.32,44500,49187,13008,879,1732,5262,14328,26986,https://images.gr-assets.com/books/1443433956m/23395680.jpg,https://images.gr-assets.com/books/1443433956s/23395680.jpg
3772,42986,42986,376293,42,316954993,9780316954990.0,Herman Wouk,1978.0,War and Remembrance,"War and Remembrance (The Henry Family, #2)",eng,4.38,26633,28009,684,98,414,3212,9250,15035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3777,8811134,8811134,13685368,35,61449156,9780061449150.0,Michael  Grant,2012.0,Fear,"Fear (Gone, #5)",en-US,4.25,33178,35940,1785,521,1130,4973,11375,17941,https://images.gr-assets.com/books/1309186708m/8811134.jpg,https://images.gr-assets.com/books/1309186708s/8811134.jpg
3787,5182,5182,846655,28,140244824,9780140244820.0,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034,27328,489,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3793,8709524,8709524,18752278,26,1595143211,9781595143210.0,Richelle Mead,2014.0,Silver Shadows,"Silver Shadows (Bloodlines, #5)",en-US,4.37,38152,42572,4250,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,https://images.gr-assets.com/books/1389304070s/8709524.jpg
3794,16255,16255,815206,61,552998761,9780552998760.0,Armistead Maupin,1978.0,Tales of the City,"Tales of the City (Tales of the City, #1)",eng,4.06,23666,27676,1872,460,1282,5278,9881,10775,https://images.gr-assets.com/books/1483075229m/16255.jpg,https://images.gr-assets.com/books/1483075229s/16255.jpg
3804,64948,64948,442705,65,042520992X,9780425209930.0,Dean Koontz,1980.0,Whispers,Whispers,en-US,3.9,26304,27346,469,342,1392,7421,9691,8500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3813,7505716,7505716,9686589,48,1435122941,9781435122950.0,"Lewis Carroll, John Tenniel",1865.0,,Alice's Adventures in Wonderland & Other Stories,eng,4.22,24607,25610,280,327,888,4044,7864,12487,https://images.gr-assets.com/books/1459762532m/7505716.jpg,https://images.gr-assets.com/books/1459762532s/7505716.jpg
3820,160149,160149,6750943,41,141182342,9780141182350.0,"H.P. Lovecraft, S.T. Joshi",1926.0,The Call of Cthulhu and Other Weird Stories,The Call of Cthulhu and Other Weird Stories,en-US,4.25,25663,27568,868,221,775,3876,9773,12923,https://images.gr-assets.com/books/1320618937m/160149.jpg,https://images.gr-assets.com/books/1320618937s/160149.jpg
3821,15015,15015,16955,79,399142789,9780399142790.0,Neale Donald Walsch,1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",eng,4.15,21977,22988,1115,750,1119,3495,6307,11317,https://images.gr-assets.com/books/1327944254m/15015.jpg,https://images.gr-assets.com/books/1327944254s/15015.jpg
3827,6375845,6375845,16256422,25,1401223176,9781401223180.0,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",2002.0,Absolute Batman Hush,Batman: Hush,eng,4.29,24125,26366,1098,206,752,3455,8838,13115,https://images.gr-assets.com/books/1342295000m/6375845.jpg,https://images.gr-assets.com/books/1342295000s/6375845.jpg
3829,6405929,6405929,6594813,60,316018783,9780316018780.0,James Patterson,2009.0,"I, Alex Cross","I, Alex Cross (Alex Cross, #16)",eng,3.98,27046,30448,1549,295,1227,7037,12058,9831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3836,74998,74998,1359249,39,074974801X,9780749748010.0,Enid Blyton,1943.0,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)",eng,4.29,26364,27511,520,423,892,3848,7438,14910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3842,6424184,6424184,6613427,10,1416983090,9781416983100.0,Christopher Pike,2010.0,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",en-US,4.06,26045,26569,587,979,1795,4803,6131,12861,https://images.gr-assets.com/books/1327900390m/6424184.jpg,https://images.gr-assets.com/books/1327900390s/6424184.jpg
3845,10830444,10830444,15744431,42,,,"James Patterson, David Ellis",2012.0,Guilty Wives,Guilty Wives,eng,3.82,22665,26625,2530,816,1865,6439,9549,7956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3848,9635657,9635657,14523019,51,,,Rachel Renée Russell,2011.0,Tales From a Not-So-Talented Pop Star,"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",eng,4.31,22337,25003,866,532,954,3388,5579,14550,https://images.gr-assets.com/books/1370064614m/9635657.jpg,https://images.gr-assets.com/books/1370064614s/9635657.jpg
3853,116020,116020,50513135,263,451529456,9780451529460.0,"Henry David Thoreau, W.S. Merwin",1854.0,,Walden & Civil Disobedience,eng,3.96,26412,29184,817,851,1807,6003,9531,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3858,884288,884288,22431183,69,61056901,9780061056900.0,Terry Pratchett,1994.0,Interesting Times,"Interesting Times (Discworld, #17; Rincewind #5)",en-US,4.17,26733,31905,667,126,661,5613,12693,12812,https://images.gr-assets.com/books/1430881376m/884288.jpg,https://images.gr-assets.com/books/1430881376s/884288.jpg
3865,12099007,12099007,17067735,72,1455806935,9781455806940.0,"Nora Roberts, MacLeod Andrews",2012.0,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)",eng,4.06,26861,34274,2098,216,1230,7349,12983,12496,https://images.gr-assets.com/books/1334384607m/12099007.jpg,https://images.gr-assets.com/books/1334384607s/12099007.jpg
3868,81779,81779,1488719,458,140449272,9780140449270.0,"Plato, Christopher Gill",-385.0,Συμπόσιον,The Symposium,eng,4.01,22413,28002,914,367,1425,5939,10145,10126,https://images.gr-assets.com/books/1359922039m/81779.jpg,https://images.gr-assets.com/books/1359922039s/81779.jpg
3876,320167,320167,865958,88,751525359,9780751525360.0,Patricia Cornwell,2000.0,The Last Precinct,"The Last Precinct (Kay Scarpetta, #11)",eng,3.83,26250,28674,440,404,1819,8031,10437,7983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3890,838917,18054709,16419428,27,736908552,9780736908560.0,Stormie Omartian,1997.0,The Power of a Praying Woman,The Power of a Praying Woman,,4.38,10970,20872,183,208,483,2643,5376,12162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3892,124509,124509,2607049,140,385315147,9780385315140.0,"Peter Høeg, Tiina Nunnally",1992.0,Frøken Smillas fornemmelse for sne,Smilla's Sense of Snow,eng,3.73,25868,31843,1764,956,2633,8240,12347,7667,https://images.gr-assets.com/books/1485595488m/124509.jpg,https://images.gr-assets.com/books/1485595488s/124509.jpg
3894,9282,9282,26163,47,440235162,9780440235160.0,Nicholas Evans,2001.0,The Smoke Jumper,The Smoke Jumper,eng,4.05,25668,26423,686,372,1080,5498,9437,10036,https://images.gr-assets.com/books/1403193693m/9282.jpg,https://images.gr-assets.com/books/1403193693s/9282.jpg
3913,28634,28634,2776625,105,057114456X,9780571144560.0,Milan Kundera,1990.0,Nesmrtelnost,Immortality,en-US,4.12,18574,23114,1180,206,859,4186,8619,9244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3923,867247,867247,1318780,77,517415283,9780517415280.0,"Miyamoto Musashi, Victor Harris",1645.0,五輪書 [Go Rin no Sho],A Book of Five Rings: The Classic Guide to Strategy,,4.09,19246,24699,959,234,1070,4903,8431,10061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
